Index,Timestamp,X,Y,Z
1,2025-04-21 19:59:13,0.0,0.0,0.0
2,2025-04-21 19:59:13,-3.0142998695373535,1.1827356815338135,9.045293807983398
3,2025-04-21 19:59:14,-2.58813214302063,1.2449848651885986,9.387664794921875
4,2025-04-21 19:59:15,-1.86508309841156,1.0319008827209473,9.246406555175781
5,2025-04-21 19:59:17,15.107412338256836,-3.7876269817352295,8.068459510803223
6,2025-04-21 19:59:18,25.127147674560547,0.7781155705451965,17.209522247314453
7,2025-04-21 19:59:19,13.414711952209473,1.0247182846069336,-9.914389610290527
8,2025-04-21 19:59:20,-8.188169479370117,3.1052796840667725,-0.6153098344802856
9,2025-04-21 19:59:21,-1.8626888990402222,4.527435302734375,9.337387084960938
10,2025-04-21 19:59:22,5.652710437774658,2.4851813316345215,8.40843677520752
11,2025-04-21 19:59:23,4.946420669555664,6.205770969390869,10.558429718017578
12,2025-04-21 19:59:25,6.84981107711792,4.244919776916504,6.3733649253845215
13,2025-04-21 19:59:26,-9.042900085449219,2.6815059185028076,-2.3942017555236816
14,2025-04-21 19:59:27,-0.9768342971801758,5.884947776794434,7.6351094245910645
15,2025-04-21 19:59:28,-4.704606533050537,5.518634796142578,6.5481414794921875
16,2025-04-21 19:59:29,13.55357551574707,4.671087741851807,2.1547815799713135
17,2025-04-21 19:59:30,2.298433542251587,6.596025466918945,5.231330871582031
18,2025-04-21 19:59:31,1.2641384601593018,6.715735912322998,9.224859237670898
19,2025-04-21 19:59:32,-3.445256233215332,-2.03507137298584,12.94305419921875
20,2025-04-21 19:59:33,-7.553706169128418,-1.9105730056762695,11.173739433288574
